full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
9112.0,440184,23.444449,113.507105,industrial,,4433.4,2.05530743898588,372.0,,78409.0,3697.875,2023-10-30,2022-10-23,2500.0
52552.4,440112,23.165075,113.423353,industrial,2.0,,,425.0,,78409.0,3697.875,2023-12-30,2022-10-31,6500.0
40003.0,440111,23.284217,113.344708,industrial,1.0,10001.0,3.999900009999,761.0,,78409.0,3712.090909090909,2024-12-30,2022-11-30,36486.2
12873.3,440113,22.984191,113.383204,commercial,1.0,14807.0,0.8694063618558789,181.0,,78409.0,3712.090909090909,2023-05-14,2022-11-14,5512.0
67000.0,440115,22.827258,113.517449,industrial,3.0,120066.0,0.5580264188029916,455.0,,78409.0,3712.090909090909,2024-02-28,2022-11-30,33912.0
31000.0,440113,22.966353,113.368978,industrial,1.0,8428.0,3.6782154722354057,1308.0,9628.33333333333,71493.0,3375.777777777778,2023-12-30,2020-05-31,23500.0
31000.0,440114,23.380892,113.173185,industrial,2.0,15500.0,2.0,1704.0,9959.33333333333,76064.0,5510.095238095239,2025-12-29,2021-04-30,36512.0
16000.0,440114,23.379747,113.170944,industrial,1.0,17000.0,0.9411764705882352,730.0,,78409.0,4582.428571428572,2024-06-29,2022-06-30,8000.0
65600.0,440111,23.339147,113.17903,industrial,,18782.0,3.492705782131828,456.0,,78409.0,3712.090909090909,2024-02-29,2022-11-30,30157.0
12837.0,440111,23.384022,113.447215,public,1.0,,,332.0,,78409.0,3712.090909090909,2023-10-01,2022-11-03,5716.619
80321.0,440183,23.181139,113.659197,industrial,7.0,83615.0,0.96,92.0,,78409.0,3712.090909090909,2023-02-14,2022-11-14,40106.0
16856.0,440112,23.174118,113.47815,residential,1.0,4215.0,3.9990510083036774,151.0,,78409.0,3697.875,2023-03-24,2022-10-24,20000.0
68138.072,440111,23.34306,113.283285,industrial,5.0,,,549.0,,78409.0,4582.428571428572,2023-12-30,2022-06-29,39643.05
22998.0,440106,23.115102,113.409176,commercial,,7162.0,3.21111421390673,731.0,,78409.0,3712.090909090909,2024-11-07,2022-11-07,40000.0
21990.0,440106,23.172043,113.414089,commercial,1.0,,,781.0,,78409.0,3712.090909090909,2024-12-30,2022-11-10,35000.0
54644.38,440113,23.045231,113.406914,public,,11777.31,4.639801448717916,682.0,,78409.0,3791.9523809523807,2024-08-12,2022-09-30,33331.0
34318.0,440114,23.384695,113.083891,industrial,3.0,11503.46,2.983276335989346,729.0,,78409.0,3974.619047619048,2024-07-29,2022-07-31,7080.3
23946.89,440106,23.107332,113.386275,residential,,23946.89,1.0,379.0,,78409.0,3697.875,2023-10-31,2022-10-17,6000.0
71544.0,440114,23.356149,113.116748,industrial,3.0,30606.23,2.3375633000209435,978.0,,78409.0,4751.8421052631575,2025-02-02,2022-05-31,13317.48
4272.0,440114,23.328382,113.108824,industrial,2.0,9511.79,0.45,365.0,,78409.0,5144.173913043478,2023-03-29,2022-03-29,6000.0
2099.15,440115,22.79006,113.551148,industrial,4.0,7500.0,0.2798866666666667,460.0,,78409.0,3697.875,2024-01-30,2022-10-27,6000.0
5565.97,440115,22.692964,113.651233,industrial,1.0,6105.0,0.9117067977067977,0.0,10039.0,76064.0,5666.272727272727,2021-08-18,2021-08-18,2950.0
1966.0,440105,23.09787,113.306832,public,1.0,,,365.0,,78409.0,3697.875,2023-10-19,2022-10-19,1045.12
39042.0,440114,23.452401,113.279308,industrial,4.0,19353.5,2.02,730.0,7803.0,61743.0,3828.863636363637,2020-03-30,2018-03-31,3000.0
7000.0,440183,23.306881,113.631723,industrial,3.0,13659.7,0.51,549.0,,78409.0,4582.428571428572,2023-12-30,2022-06-29,5000.0
6300.0,440112,23.123433,113.450408,industrial,1.0,,,290.0,,78409.0,3697.875,2023-08-17,2022-10-31,5500.0
21712.3,440113,22.998506,113.394973,mixed use,1.0,6959.31,3.1198926330340218,500.0,,78409.0,3697.875,2024-02-29,2022-10-17,8000.0
19088.0,440113,22.984191,113.383204,commercial,,4772.0,4.0,1155.0,9814.0,76064.0,4474.2,2024-03-20,2021-01-20,14892.0
4846.0,440112,23.179285,113.471927,residential,1.0,3693.0,1.3122122935282967,422.0,,78409.0,3996.8260869565215,2023-09-29,2022-08-03,2705.72
52000.0,440113,22.937827,113.436605,industrial,1.0,,,731.0,,78409.0,3697.875,2024-10-23,2022-10-23,32000.0
54954.0,440183,23.57623,113.750976,industrial,2.0,13624.53,4.0334602367934895,730.0,,78409.0,3712.090909090909,2024-11-06,2022-11-07,42000.0
2880.0,440105,23.099621,113.362971,public,1.0,3393.0,0.8488063660477454,156.0,,78409.0,3697.875,2023-03-25,2022-10-20,8209.112
23297.6,440184,23.429675,113.480089,residential,19.0,34527.2,0.6747607683217869,414.0,,78409.0,3996.8260869565215,2023-09-27,2022-08-09,7200.0
23402.54,440111,23.268335,113.213621,industrial,,5851.0,3.9997504700051274,477.0,,78409.0,3697.875,2024-01-29,2022-10-09,4500.0
100000.0,440183,23.287307,113.844704,industrial,,33266.83,3.0,495.0,,78409.0,3697.875,2024-02-16,2022-10-09,38344.0
90427.23,440183,23.16892,113.6648,industrial,3.0,27425.17,3.3,731.0,,78409.0,3996.8260869565215,2024-08-30,2022-08-30,20000.0
38000.0,440106,23.139644,113.393202,commercial,,5779.0,6.575532098979062,1126.0,,78409.0,3974.619047619048,2025-08-30,2022-07-31,32000.0
20000.0,440114,23.387375,113.307392,industrial,1.0,,,487.0,,78409.0,3791.9523809523807,2024-01-30,2022-09-30,22000.0
31000.0,440113,22.984191,113.383204,industrial,1.0,4477.0,6.924279651552379,212.0,,78409.0,3791.9523809523807,2023-04-29,2022-09-29,4000.0
27886.08,440114,23.426498,113.423622,industrial,1.0,13332.49,2.0915882929595297,412.0,,78409.0,3697.875,2023-11-29,2022-10-13,8500.0
10787.0,440111,23.374121,113.445308,public,1.0,,,183.0,,78409.0,4582.428571428572,2022-12-29,2022-06-29,6809.85
40000.0,440184,23.587197,113.536648,industrial,4.0,,,517.0,,78409.0,3974.619047619048,2023-12-30,2022-07-31,10000.0
9556.0,440105,23.093385,113.342634,supporting facilities,1.0,,,835.0,8250.0,61743.0,4030.421052631578,2020-12-15,2018-09-02,4701.63
30247.0,440115,22.904577,113.397811,industrial,,30247.0,1.0,182.0,,78409.0,3791.9523809523807,2023-03-26,2022-09-25,23000.0
110789.59,440184,23.614259,113.529504,industrial,9.0,,,181.0,,78409.0,3791.9523809523807,2023-03-19,2022-09-19,29500.0
53538.0,440183,23.144989,113.624594,industrial,,9999.6,5.354014160566423,365.0,,76064.0,4558.782608695652,2022-12-14,2021-12-14,5800.0
14468.0,440114,23.423935,113.176263,supporting facilities,,9406.0,1.5381671273655113,365.0,8066.33333333333,61743.0,3769.909090909091,2019-05-01,2018-05-01,4371.94
12819.0,440183,23.119008,113.632001,industrial,1.0,2320.18,5.525002370505737,364.0,,78409.0,3791.9523809523807,2023-09-18,2022-09-19,2000.0
26788.0,440111,23.347647,113.296567,commercial,2.0,11248.0,2.5,791.0,,76064.0,5506.9375,2023-12-31,2021-10-31,10000.0
23670.0,440112,23.104578,113.41463,commercial,,29803.0,0.7942153474482435,120.0,,78409.0,3791.9523809523807,2023-01-27,2022-09-29,4000.0
45426.5,440184,23.583105,113.539811,industrial,1.0,,,1096.0,9730.66666666667,66934.0,3674.590909090909,2022-08-15,2019-08-15,13100.0
27221.0,440106,23.142742,113.309806,residential,1.0,6676.0,4.0774415817855,912.0,,78409.0,4709.894736842105,2024-07-16,2022-01-16,15600.0
4000.0,440111,23.154731,113.205751,public,1.0,,,1095.0,,78409.0,3791.9523809523807,2025-09-28,2022-09-29,4000.0
300910.21,440114,23.482824,113.207625,residential,,273386.67,1.1006762326780601,901.0,,78409.0,3791.9523809523807,2025-03-08,2022-09-19,8500.0
108085.62,440114,23.317321,113.040381,industrial,4.0,69033.4,1.565700371124702,303.0,,78409.0,3791.9523809523807,2023-07-20,2022-09-20,27000.0
15672.3,440113,22.971939,113.489562,commercial,1.0,4200.0,3.73,650.0,,78409.0,5144.173913043478,2023-12-30,2022-03-20,7810.86
126701.0,440111,23.217464,113.283594,mixed use,7.0,63211.0,4.7,884.0,,78409.0,3791.9523809523807,2025-02-19,2022-09-19,13000.0
19652.0,440111,23.233565,113.186053,industrial,,4913.0,4.0,549.0,,78409.0,3974.619047619048,2024-01-31,2022-07-31,10000.0
15651.15,440114,23.426969,113.428812,industrial,3.0,10137.7,1.54,731.0,,78409.0,3712.090909090909,2024-11-30,2022-11-30,4800.0
5255.4,440106,23.15523,113.316,public,1.0,4000.0,1.31385,303.0,,78409.0,3791.9523809523807,2023-07-15,2022-09-15,2800.0
63032.0,440115,22.758275,113.464663,industrial,,16787.0,3.7548102698516708,723.0,,78409.0,5144.173913043478,2024-02-29,2022-03-08,27000.0
71607.71,440183,23.284124,113.66058,public,,,,732.0,,78409.0,3996.8260869565215,2024-08-30,2022-08-29,38727.5818
11461.0,440115,22.861384,113.488457,industrial,1.0,9685.0,1.183,1498.0,9713.0,71493.0,3984.428571428572,2024-12-30,2020-11-23,31884.0
26750.6,440106,23.15878,113.41196,residential,2.0,,,1111.0,,78409.0,4751.8421052631575,2025-05-29,2022-05-14,3340.64
6792.39,440113,22.935255,113.34343,public,1.0,10042.82,0.6763428997034698,753.0,,78409.0,3974.619047619048,2024-07-29,2022-07-07,6000.0
48629.37,440106,23.123669,113.393589,commercial,1.0,12859.0,3.7817380822770046,1886.0,,78409.0,3697.875,2027-12-30,2022-10-31,15000.0
19512.0,440106,23.139644,113.393202,industrial,,,,547.0,,78409.0,3791.9523809523807,2024-03-19,2022-09-19,40000.0
20000.0,440113,23.021606,113.383894,industrial,3.0,,,0.0,,78409.0,5126.526315789473,2022-04-13,2022-04-13,27000.0
50933.16,440112,23.143878,113.496911,industrial,3.0,,,364.0,,78409.0,3996.8260869565215,2023-08-30,2022-08-31,35000.0
15000.0,440113,22.974178,113.301499,industrial,1.0,7966.59,1.88,468.0,10039.0,76064.0,5703.95,2022-12-30,2021-09-18,3000.0
52491.03,440183,23.284124,113.66058,public,11.0,212420.66,0.24710887349657984,762.0,,78409.0,3996.8260869565215,2024-09-04,2022-08-04,28717.915
3313.78,440112,23.212082,113.564494,industrial,1.0,3520.0,0.9414204545454546,639.0,,78409.0,3791.9523809523807,2024-06-24,2022-09-24,12757.0
90600.0,440114,23.385697,113.239217,industrial,20.0,35953.0,2.5199566100186352,760.0,9713.0,71493.0,3984.428571428572,2022-12-30,2020-11-30,22000.0
130742.0,440115,23.017199,113.340181,industrial,,28080.0,4.656054131054131,761.0,,78409.0,5126.526315789473,2024-05-30,2022-04-30,45524.0
64961.2,440112,23.098852,113.450378,commercial,1.0,,,1126.0,,78409.0,4582.428571428572,2025-07-30,2022-06-30,25500.0
40311.63,440113,22.955052,113.427727,industrial,,,,211.0,,78409.0,3974.619047619048,2023-02-27,2022-07-31,10000.0
6069.0,440111,23.328117,113.451741,public,1.0,12138.0,0.5,425.0,8066.33333333333,61743.0,3607.0,2019-06-29,2018-04-30,2711.03
61936.04,440103,23.082629,113.234294,public,1.0,,,294.0,,78409.0,3974.619047619048,2023-04-29,2022-07-09,43106.77
28475.69,440112,23.177842,113.487696,public,1.0,6846.0,4.15946392053754,638.0,,78409.0,3996.8260869565215,2024-05-30,2022-08-31,22065.73
27256.0,440113,23.00568,113.40933,industrial,1.0,5689.0,4.791000175777817,0.0,,78409.0,3996.8260869565215,2022-08-14,2022-08-14,12000.0
94702.0,440112,23.275833,113.546689,industrial,,28004.8,3.0,785.0,,78409.0,3996.8260869565215,2024-09-30,2022-08-07,21500.0
9242.93,440184,23.565254,113.538023,industrial,3.0,,,280.0,,78409.0,3996.8260869565215,2023-05-21,2022-08-14,2000.0
14175.14,440113,22.977011,113.363805,commercial,,22907.0,0.6188125900379796,212.0,,78409.0,3996.8260869565215,2023-03-17,2022-08-17,1700.0
63884.0,440115,22.862957,113.529695,industrial,1.0,47901.0,1.333667355587566,653.0,,78409.0,4709.894736842105,2023-10-29,2022-01-14,16000.0
35093.95,440113,22.918238,113.33869,industrial,,14577.0,2.407487823283254,1247.0,9650.66666666667,71493.0,3716.913043478261,2023-12-30,2020-07-31,12436.0
473.2,440103,23.11673,113.21396,public,1.0,473.2,1.0,1284.0,6297.66666666667,44152.0,3270.1,2017-12-29,2014-06-24,7674.7889
27092.72,440183,22.827258,113.517449,industrial,,7866.67,3.4439883711913684,518.0,,78409.0,5144.173913043478,2023-08-21,2022-03-21,12000.0
60994.7,440183,23.284124,113.66058,public,,201425.12,0.30281575604869937,762.0,,78409.0,3996.8260869565215,2024-09-04,2022-08-04,31031.9361
47531.0,440184,23.591714,113.536039,industrial,4.0,47531.0,1.0,1023.0,9959.33333333333,76064.0,5812.166666666667,2024-03-19,2021-05-31,8000.0
17353.15,440115,22.853624,113.345671,industrial,2.0,21293.0,0.8149697083548585,244.0,,78409.0,5126.526315789473,2022-12-30,2022-04-30,26000.0
1624.1,440104,23.136451,113.273706,public,1.0,,,500.0,,78409.0,3996.8260869565215,2023-12-31,2022-08-18,1540.71
25000.0,440111,23.335483,113.20206,industrial,5.0,,,548.0,9959.33333333333,76064.0,5320.619047619048,2022-12-29,2021-06-29,8000.0
143862.0,440103,23.060623,113.231918,residential,8.0,21318.0,6.748381649310442,874.0,,78409.0,3996.8260869565215,2024-12-28,2022-08-07,18794.66
58940.0,440183,23.16263,113.637579,industrial,3.0,10072.9,5.851343704394961,779.0,,78409.0,3697.875,2024-11-30,2022-10-13,20000.0
20838.0,440111,23.282105,113.330509,supporting facilities,5.0,67790.0,0.30739047057088065,837.0,,78409.0,3974.619047619048,2024-11-14,2022-07-31,39983.0
87010.79,440184,23.577828,113.685531,public,,140768.54,0.6181124703005373,1184.0,9628.33333333333,71493.0,3156.9523809523807,2023-07-06,2020-04-08,49657.36
96900.0,440114,23.363866,113.163207,commercial,5.0,40068.0,2.418388739143456,917.0,,76064.0,5506.9375,2024-04-28,2021-10-24,27000.0
11823.0,440106,23.119047,113.40182,public,2.0,,,913.0,9628.33333333333,71493.0,3375.777777777778,2022-11-30,2020-05-31,9261.82
51066.2,440111,23.178724,113.273816,residential,,54017.0,2.01,1111.0,,78409.0,4582.428571428572,2025-06-29,2022-06-14,48836.0
12508.42,440115,22.87524,113.44347,industrial,1.0,5586.0,2.2392445399212315,464.0,,78409.0,3974.619047619048,2023-11-05,2022-07-29,3000.0
50723.18,440111,23.155522,113.206668,commercial,,,,619.0,,76064.0,4558.782608695652,2023-08-27,2021-12-16,16241.85
31866.6826,440183,23.280694,113.790304,public,,31866.83,0.9999953745006955,840.0,9959.33333333333,76064.0,5320.619047619048,2023-09-29,2021-06-11,13097.66
13473.0,440114,23.377273,113.203846,residential,,13473.0,1.0,124.0,,78409.0,3974.619047619048,2022-11-29,2022-07-28,2000.0
121638.0,440114,23.35553,113.119056,industrial,15.0,49328.0,2.46,1004.0,,78409.0,5144.173913043478,2024-12-29,2022-03-31,21000.0
60007.0,440183,23.154072,113.568704,public,,61950.0,0.96863599677159,354.0,,78409.0,3974.619047619048,2023-06-30,2022-07-11,47592.0
10197.1,440183,23.168777,113.651452,supporting facilities,1.0,4620.0,2.207164502164502,391.0,,78409.0,3996.8260869565215,2023-08-30,2022-08-04,6662.3
73977.0,440114,23.389616,113.228528,commercial,3.0,36401.0,3.0,1096.0,,76064.0,4558.782608695652,2024-12-30,2021-12-30,22193.1
24406.4,440112,23.210764,113.581256,industrial,4.0,,,730.0,9959.33333333333,76064.0,5812.166666666667,2023-05-30,2021-05-30,33200.0
50800.0,440184,23.461707,113.498142,industrial,4.0,,,395.0,,78409.0,4582.428571428572,2023-07-30,2022-06-30,2300.0
16817.0,440183,23.22146,113.86494,industrial,3.0,23675.0,0.7103273495248152,365.0,,78409.0,4582.428571428572,2023-06-09,2022-06-09,5000.0
5000.0,440183,23.299518,113.628768,industrial,1.0,4100.0,1.2195121951219512,729.0,,78409.0,4931.3125,2024-01-31,2022-02-01,3000.0
3000.04,440113,22.998549,113.338144,supporting facilities,1.0,637.0,4.709638932496075,417.0,,78409.0,3974.619047619048,2023-08-31,2022-07-10,1200.0
62820.0,440183,-1.0,-1.0,industrial,1.0,,,1371.0,,78409.0,4931.3125,2025-11-30,2022-02-28,32000.0
63251.05,440111,23.169858,113.223775,industrial,1.0,14887.0,4.248743870491032,565.0,,78409.0,3974.619047619048,2024-01-30,2022-07-14,30000.0
39750.48,440115,22.742357,113.498184,industrial,,9071.0,4.382149707860214,764.0,,78409.0,4709.894736842105,2024-02-28,2022-01-25,29495.09
29158.6,440183,23.164671,113.667826,industrial,3.0,11182.9,2.607427411494335,730.0,,78409.0,4582.428571428572,2024-06-29,2022-06-30,1800.0
42085.71,440113,22.905448,113.336398,mixed use,,21726.0,1.937112676056338,594.0,,78409.0,3974.619047619048,2024-02-28,2022-07-14,18823.0
38533.0,440112,23.132485,113.518727,industrial,1.0,,,365.0,,78409.0,3974.619047619048,2023-07-30,2022-07-30,30000.0
23800.0,440183,23.174759,113.633332,industrial,,,,335.0,,78409.0,4582.428571428572,2023-05-30,2022-06-29,6800.0
130033.0,440113,22.984191,113.383204,commercial,6.0,39422.312,3.298462048598266,759.0,10039.0,76064.0,5666.272727272727,2023-09-29,2021-08-31,30000.0
7800.0,440113,22.957437,113.347178,industrial,1.0,,,0.0,9959.33333333333,76064.0,5812.166666666667,2021-05-19,2021-05-19,3000.0
51726.02,440183,23.284124,113.66058,public,,,,730.0,,78409.0,4582.428571428572,2024-06-29,2022-06-30,27032.1203
50506.06,440112,23.109053,113.437464,mixed use,,10325.0,3.7,1430.0,9959.33333333333,76064.0,5510.095238095239,2025-03-18,2021-04-18,40719.87
12000.0,440112,23.101854,113.427204,commercial,2.0,20000.0,0.6,789.0,,76064.0,5506.9375,2023-12-29,2021-10-31,20000.0
42744.01,440184,23.578838,113.716922,public,,65670.0,0.6508909700015229,1156.0,,76064.0,4551.454545454545,2025-01-29,2021-11-30,30387.89
9680.0,440111,23.225771,113.277001,commercial,,7507.0,1.2894631677101371,945.0,,78409.0,4751.8421052631575,2024-12-30,2022-05-30,25000.0
13213.69,440105,23.077216,113.311138,commercial,,7451.0,1.7734116226009933,518.0,,78409.0,3974.619047619048,2023-12-14,2022-07-14,20000.0
37952.17,440112,23.109846,113.482286,industrial,1.0,8402.0,4.517039990478457,733.0,,78409.0,4582.428571428572,2024-06-29,2022-06-27,1522.65
12144.0,440113,22.995531,113.464596,industrial,1.0,6226.4,1.9504047282538868,290.0,,78409.0,3974.619047619048,2023-04-30,2022-07-14,2398.0
14104.83,440113,22.951864,113.375444,industrial,1.0,7138.0,1.95,577.0,,76064.0,5506.9375,2023-05-30,2021-10-30,4200.0
44590.0,440183,23.236992,113.506221,public,,,,1065.0,,76064.0,4558.782608695652,2024-11-29,2021-12-30,20117.0
15232.0,440113,22.974245,113.32785,commercial,1.0,4762.0,3.1986560268794624,827.0,9628.33333333333,71493.0,3400.5,2022-06-27,2020-03-22,8000.0
99900.0,440106,23.15765,113.357583,residential,10.0,29893.4,3.341874795105274,1095.0,10039.0,76064.0,5666.272727272727,2024-08-29,2021-08-30,49818.0
5109.54,440106,23.175879,113.358105,public,2.0,,,207.0,,78409.0,3974.619047619048,2023-01-27,2022-07-04,4087.0
10000.0,440183,23.159486,113.636428,supporting facilities,1.0,,,133.0,,78409.0,4582.428571428572,2022-10-30,2022-06-19,15000.0
61609.0,440111,23.37504,113.444768,public,6.0,,,184.0,,78409.0,4582.428571428572,2022-12-19,2022-06-18,30815.26
22995.9,440184,23.812355,113.953611,industrial,6.0,19970.8,1.1514761551865724,530.0,,78409.0,4582.428571428572,2023-11-29,2022-06-17,22800.0
63529.0,440103,23.073636,113.194694,public,,,,1180.0,,78409.0,5126.526315789473,2025-06-29,2022-04-06,38654.0
52600.0,440111,23.233565,113.186053,industrial,2.0,36395.0,1.4452534688830883,400.0,,78409.0,4931.3125,2023-03-31,2022-02-24,39372.99
46336.0,440184,23.613543,113.615875,industrial,1.0,17719.4,2.6149869634411997,1096.0,,78409.0,4751.8421052631575,2025-05-27,2022-05-27,17200.0
69000.0,440113,22.962209,113.469438,industrial,6.0,18475.0,3.7347767253044655,1096.0,,76064.0,4558.782608695652,2024-12-31,2021-12-31,25000.0
38320.0,440114,23.448205,113.368139,industrial,3.0,14295.0,2.6806575725778243,395.0,,78409.0,3974.619047619048,2023-08-30,2022-07-31,8000.0
3583.86,440113,22.964094,113.327835,public,2.0,1040.64,3.4438999077490773,319.0,,78409.0,4931.3125,2023-01-04,2022-02-19,2679.3185
107500.0,440114,23.420025,113.374602,industrial,2.0,33322.0,3.2260968729367985,729.0,10039.0,76064.0,5814.681818181818,2023-07-30,2021-07-31,26000.0
36600.0,440114,23.4851,113.218023,industrial,3.0,16417.0,2.229396357434367,548.0,,78409.0,4751.8421052631575,2023-11-29,2022-05-30,15000.0
87693.0,440114,23.359582,113.238538,industrial,8.0,20000.36,4.384571077720601,730.0,,76064.0,4551.454545454545,2023-11-30,2021-11-30,15000.0
5346.38,440115,22.700613,113.542988,public,,,,182.0,,78409.0,4751.8421052631575,2022-11-29,2022-05-31,14309.31
21447.78,440112,23.125513,113.540212,industrial,2.0,,,0.0,8673.33333333333,66934.0,3683.2105263157896,2019-06-26,2019-06-26,3736.4582
30679.81,440115,22.827258,113.517449,industrial,,6668.0,4.601051289742052,368.0,,78409.0,4751.8421052631575,2023-05-10,2022-05-07,20000.0
43700.0,440114,23.450478,113.171517,industrial,3.0,20263.0,2.16,394.0,,78409.0,4751.8421052631575,2023-06-29,2022-05-31,14043.0
8565.0,440183,23.155005,113.597525,residential,,6089.73,1.4064662965353145,364.0,,78409.0,4751.8421052631575,2023-05-30,2022-05-31,2200.0
22166.91,440184,23.565254,113.538023,industrial,,,,339.0,,78409.0,4751.8421052631575,2023-04-29,2022-05-25,15300.0
52450.0,440106,23.15765,113.357583,public,1.0,44982.0,1.1660219643412921,559.0,,78409.0,4751.8421052631575,2023-11-17,2022-05-07,44553.0
20130.0,440183,23.178864,113.596396,industrial,1.0,9718.55,2.0712966440466944,365.0,,76064.0,5506.9375,2022-10-30,2021-10-30,2600.0
24286.33,440106,23.172043,113.414089,commercial,1.0,5808.0,4.18153064738292,184.0,,78409.0,4751.8421052631575,2022-11-24,2022-05-24,30000.0
38000.0,440184,23.5844,113.476094,industrial,3.0,13300.0,2.857142857142857,729.0,,78409.0,5144.173913043478,2024-03-29,2022-03-31,6500.0
